State	Date	Action Taken
Kentucky	2020/5/13	 Effective yesterday, healthcare facilities were allowed to resume non-emergency inpatient medical procedures at 50% of pre-COVID-19 shutdown volume. Beginning May 27, healthcare facilities will be able to determine their own patient capacities, subject to continued progress in containment efforts.
Kentucky	2020/5/18	 Government offices were permitted to reopen on May 18. Occupational capacity of government buildings was capped at 33%. No more than 50% of a building's workforce could be in the building at one time. The Department of Education released initial guidance for schools and districts on reopening to in-person instruction this fall. The 16-page document outlined potential start dates for schools ranging from July to October and included guidelines for employee training, contacting tracing, and preparedness for sudden closures.
Kentucky	2020/5/20	 Retail businesses and funeral and memorial services were permitted to resume operations, subject to 33% capacity limits, on May 20.
Kentucky	2020/5/22	 Effective May 22, restaurants are permitted to resume dine-in service at 33% capacity, plus outdoor seating. Social gatherings of up to 10 people are allowed.
Kentucky	2020/5/26	 Effective May 25, the following businesses were allowed to reopen, all subject to 33% capacity limits: barbershops, cosmetology services, and hair salons; massage therapy services; nail salons; tanning salons; and tattoo parlors.
Kentucky	2020/6/1	 On June 1, the following businesses are allowed to reopen: auctions (33% capacity), auto/dirt track racing, aquatic centers, bowling alleys, fishing tournaments, fitness centers (33% capacity), state park lodges, movie theaters (33% capacity), and the Salato Wildlife Education Center.
Kentucky	2020/6/8	 Educational and cultural businesses and institutions like museums, aquariums, libraries, and distilleries are reopening on June 8. In-home childcare is also allowed.
Kentucky	2020/6/11	 The Kentucky Horse Park and Kentucky state park campgrounds are reopening on June 11.
Kentucky	2020/6/15	 Effective June 15, center-based child-care programs and day camps are allowed to reopen. Low-touch youth sports are also allowed to resume.
Kentucky	2020/6/29	 Effective June 29, the following businesses are allowed to reopen or expand operations: restaurants and bars (50% capacity); venues and event spaces (50% capacity); and public swimming and bathing facilities (subject to a capacity formula detailed here). Social gatherings of up to 50 people are now permitted.
Kentucky	2020/6/30	 On June 29, Kentucky entered into the final stage of its reopening plan. As a result, the state's stay-at-home order, which did not have a fixed end date, effectively concluded.
Kentucky	2020/7/7	 On July 6, the Kentucky Department of Education released guidelines on reopening schools in the fall. The document, a complement to interim guidance issued in June, does not mandate a uniform course of action for reopening schools. Instead, "it is intended to be a guide for local school districts when developing and adapting their return-to-school plans."
Kentucky	2020/7/9	 On July 8, Gov. Andy Beshear (D) said he would announce a new series of requirements in response to rising COVID-19 case numbers in Kentucky. Beshear said, "The rising case numbers are cause for concern, so tomorrow we’re going to announce some new requirements that are going to be mandatory. Given what we are seeing across the country with exploding numbers in certain places, my commitment is to make sure that doesn’t happen here, but I can’t do it alone." Beshear is expected to make the announcement at 4:00 p.m. on July 9. We will have full details in our July 10 issue.
Kentucky	2020/7/10	 On July 9, Gov. Andy Beshear (D) issued an executive order requiring individuals to wear face coverings in most public settings. Effective July 10, individuals must wear face coverings while inside or waiting in line to enter, any of the following: retail establishments; grocery stores; pharmacies; hair salons/barber shops; nail salons; tattoo parlors; child care facilities; restaurants and bars; health care settings; and any other indoor public spaces. Individuals must also wear face coverings while riding in public transit vehicles or other transportation service vehicles (e.g., taxis, ride-sharing vehicles, etc.). The order exempts children under the age of five and individuals with disabilities.
Kentucky	2020/7/21	 Gov. Andy Beshear (D) announced he was limiting social gatherings to 10 people. The state had permitted social gatherings of up to 50 people since the end of June.
Kentucky	2020/7/28	 Gov. Andy Beshear (D) announced he is closing bars and limiting restaurant capacity to 25% for two weeks starting July 28. Beshear also asked schools to avoid reopening for in-person instruction until the third week of August.
Kentucky	2020/8/11	 Gov. Andy Beshear (D) requested that school districts not offer in-person instruction until at least Sept. 28, and instead begin the school year with virtual learning.
Kentucky	2020/9/1	 Gov. Andy Beshear (D) announced childcare centers can raise class sizes from 10 to 15 children, effective immediately.
Kentucky	2020/9/16	 Gov. Andy Beshear (D) announced bars and restaurants can move their last call from 10 p.m. to 11 p.m. and remain open until midnight starting on Sept. 15.
Kentucky	2020/10/7	 Gov. Andy Beshear (D) extended the state’s public mask mandate for another 30 days.
Kentucky	2020/11/23	 New coronavirus restrictions took effect. Restaurants and bars have to close indoor dining, and social gatherings are limited to eight people from two households at a time. Gyms, indoor recreation facilities, and offices are limited to 33% capacity. Event spaces and theaters are limited to 25% capacity. All K-12 public and private schools statewide have to stop in-person classes. Middle and high school instruction will be fully remote through at least Jan. 4. Elementary schools will be able to reopen starting Dec. 7 if their county is not in the red zone.
Kentucky	2020/12/7	 Public and private elementary schools can start to reopen for in-person instruction on Dec. 7 if their county is not in the red zone. Middle and high school instruction will be fully remote through at least Jan. 4. Gov. Andy Beshear (D) previously ordered all schools to close on Nov. 23.
Kentucky	2020/12/16	 Gov. Andy Beshear (D) announced the state’s Healthy at School guidelines will be mandatory starting Jan. 4, 2020. The guidelines include rules for social distancing, mask-wearing, sanitization, and other in-person activities (like food service in lunch rooms).
Kentucky	2020/12/30	 Gov. Andy Beshear (D) announced school staff, first responders, and anyone older than 70 will be eligible to receive coronavirus vaccines in Phase 1b of the state’s distribution plan. The state expects to start Phase 1b at the beginning of February.
Kentucky	2021/1/15	 Gov. Andy Beshear (D) announced a state partnership with Kroger to open regional drive-through vaccination sites starting the week of Feb. 1. The Kroger vaccination sites will provide vaccines to individuals in phases 1a, 1b, and 1c of the state’s vaccination plan. Beshear said he will announce details on participating locations and how to sign up on Jan. 28.
